Temperatura,Vibracion,Uso,RiskScore,Estado_Codigo,Estado_Nombre
33.33,1.6,37.39,0.216,0,NORMAL
40.07,0.72,62.62,0.2822,1,PREVENTIVO
35.45,2.01,47.67,0.2669,1,PREVENTIVO
29.52,0.18,13.3,0.0872,0,NORMAL
34.07,1.21,21.22,0.1658,0,NORMAL
39.41,0.78,49.51,0.2482,0,NORMAL
43.49,2.15,63.65,0.3519,1,PREVENTIVO
24.18,0.93,40.89,0.1556,0,NORMAL
30.21,1.17,24.71,0.1537,0,NORMAL
27.93,0.24,25.96,0.113,0,NORMAL
32.29,1.54,23.65,0.1744,0,NORMAL
47.69,0.4,28.01,0.2224,0,NORMAL
38.49,0.78,51.97,0.2497,0,NORMAL
35.94,1.29,37.43,0.2183,0,NORMAL
29.87,0.06,61.99,0.2064,1,PREVENTIVO
36.17,2.42,21.83,0.22,1,PREVENTIVO
31.29,0.13,37.22,0.1539,0,NORMAL
48.23,1.64,35.88,0.2881,0,NORMAL
37.17,2.12,33.7,0.2443,1,PREVENTIVO
48.24,1.82,52.01,0.3349,0,NORMAL
31.71,1.0,41.37,0.197,0,NORMAL
26.23,1.38,14.04,0.1147,0,NORMAL
36.14,1.91,25.38,0.211,0,NORMAL
51.65,1.7,16.53,0.2591,1,PREVENTIVO
51.2,0.98,53.72,0.3248,1,PREVENTIVO
30.85,2.35,51.52,0.2652,1,PREVENTIVO
26.37,1.27,37.5,0.1702,0,NORMAL
21.45,0.34,28.32,0.09,0,NORMAL
35.16,1.14,43.34,0.2241,0,NORMAL
36.5,0.82,43.72,0.2205,0,NORMAL
25.2,2.48,50.66,0.2393,1,PREVENTIVO
29.58,0.84,55.56,0.2162,0,NORMAL
37.03,1.77,26.49,0.2134,0,NORMAL
46.1,0.92,47.06,0.2804,0,NORMAL
51.36,1.46,53.82,0.3424,1,PREVENTIVO
43.21,1.72,11.47,0.2049,0,NORMAL
35.19,2.42,53.06,0.2932,1,PREVENTIVO
44.84,1.44,49.68,0.2989,0,NORMAL
38.67,0.43,44.6,0.2198,0,NORMAL
39.83,2.1,18.13,0.2181,1,PREVENTIVO
41.78,0.08,62.15,0.2671,1,PREVENTIVO
23.52,0.05,27.25,0.0874,0,NORMAL
24.85,1.73,32.57,0.1661,0,NORMAL
44.8,2.3,58.0,0.3496,1,PREVENTIVO
43.55,0.16,17.59,0.1672,0,NORMAL
26.63,0.81,46.42,0.1777,0,NORMAL
36.82,0.78,19.53,0.1603,0,NORMAL
49.19,0.86,29.49,0.2496,0,NORMAL
44.7,1.8,45.38,0.3001,0,NORMAL
42.19,1.53,20.57,0.2157,0,NORMAL
27.89,1.4,22.37,0.1442,0,NORMAL
51.13,0.74,25.9,0.2464,1,PREVENTIVO
26.63,1.76,27.44,0.1634,0,NORMAL
31.16,2.33,53.75,0.2719,1,PREVENTIVO
28.75,0.3,47.21,0.1725,0,NORMAL
32.15,2.45,55.01,0.284,1,PREVENTIVO
50.55,2.01,25.97,0.2881,1,PREVENTIVO
29.2,1.79,29.05,0.1811,0,NORMAL
34.16,0.64,36.35,0.1841,0,NORMAL
26.47,1.35,61.32,0.2327,1,PREVENTIVO
42.28,0.34,43.86,0.2331,0,NORMAL
38.78,0.61,46.84,0.2322,0,NORMAL
36.99,1.59,12.89,0.173,0,NORMAL
33.23,1.79,15.53,0.1677,0,NORMAL
44.66,0.01,40.27,0.2244,0,NORMAL
49.73,1.02,61.43,0.3378,1,PREVENTIVO
48.11,1.19,20.97,0.2347,0,NORMAL
50.85,0.8,45.52,0.2961,1,PREVENTIVO
49.05,0.22,41.58,0.257,0,NORMAL
37.12,1.81,61.52,0.3027,1,PREVENTIVO
49.22,0.44,58.52,0.3077,0,NORMAL
25.63,2.3,64.84,0.2707,1,PREVENTIVO
32.7,1.24,61.51,0.2606,1,PREVENTIVO
50.79,2.32,58.22,0.3805,1,PREVENTIVO
20.3,1.42,15.9,0.0909,0,NORMAL
51.46,0.71,64.4,0.3432,1,PREVENTIVO
37.39,1.23,61.62,0.2842,1,PREVENTIVO
47.23,1.17,20.6,0.2286,0,NORMAL
23.6,0.41,35.24,0.1203,0,NORMAL
28.23,0.47,50.51,0.1837,0,NORMAL
45.3,1.42,51.65,0.3053,0,NORMAL
25.62,2.14,59.34,0.2513,1,PREVENTIVO
46.46,1.29,14.77,0.2143,0,NORMAL
41.42,0.46,17.73,0.1676,0,NORMAL
30.36,0.62,24.34,0.1343,0,NORMAL
27.54,1.88,62.47,0.2598,1,PREVENTIVO
29.66,1.81,10.63,0.1381,0,NORMAL
40.92,1.73,13.42,0.1987,0,NORMAL
23.78,0.77,32.3,0.1265,0,NORMAL
36.08,2.24,48.7,0.2805,1,PREVENTIVO
29.95,0.29,60.39,0.211,1,PREVENTIVO
29.44,1.54,22.05,0.1561,0,NORMAL
24.27,0.38,51.13,0.1626,0,NORMAL
39.38,1.04,40.21,0.2338,0,NORMAL
35.07,1.34,46.53,0.2387,0,NORMAL
26.99,0.62,51.51,0.1854,0,NORMAL
47.94,0.2,34.57,0.2333,0,NORMAL
42.52,0.2,41.03,0.222,0,NORMAL
21.98,1.37,37.8,0.1523,0,NORMAL
38.33,0.37,28.05,0.1749,0,NORMAL
36.65,0.29,21.3,0.1467,0,NORMAL
38.66,0.23,38.07,0.1964,0,NORMAL
45.88,1.13,38.23,0.2646,0,NORMAL
34.62,0.14,35.43,0.1667,0,NORMAL
45.82,1.81,31.78,0.2718,0,NORMAL
46.13,1.86,41.81,0.3004,0,NORMAL
21.45,0.86,13.51,0.0712,0,NORMAL
51.81,2.34,13.8,0.2753,1,PREVENTIVO
49.88,0.08,32.49,0.2334,0,NORMAL
44.61,1.91,63.81,0.3496,1,PREVENTIVO
40.67,1.05,64.61,0.3016,1,PREVENTIVO
32.24,2.17,59.87,0.287,1,PREVENTIVO
32.02,1.71,46.4,0.2358,0,NORMAL
37.26,1.63,29.13,0.2163,0,NORMAL
25.71,1.34,39.09,0.1733,0,NORMAL
43.29,0.56,10.19,0.1614,0,NORMAL
20.73,0.75,47.04,0.1474,0,NORMAL
37.42,1.33,55.28,0.2719,0,NORMAL
27.92,0.87,25.16,0.1328,0,NORMAL
50.0,1.81,16.21,0.2539,0,NORMAL
45.9,1.05,52.13,0.2965,0,NORMAL
48.28,0.04,21.33,0.1961,0,NORMAL
23.23,0.08,42.88,0.1263,0,NORMAL
42.51,0.12,50.73,0.2436,0,NORMAL
32.87,0.59,21.95,0.1397,0,NORMAL
47.64,0.14,37.71,0.2374,0,NORMAL
29.26,2.04,50.23,0.2432,1,PREVENTIVO
30.2,1.49,46.99,0.2208,0,NORMAL
30.26,0.75,17.88,0.1224,0,NORMAL
41.13,0.55,26.53,0.1913,0,NORMAL
21.95,2.37,58.38,0.2387,1,PREVENTIVO
49.17,1.56,33.5,0.2844,0,NORMAL
35.86,2.43,61.79,0.3188,1,PREVENTIVO
41.48,1.96,27.53,0.245,0,NORMAL
33.32,0.37,30.71,0.1564,0,NORMAL
44.14,1.18,56.71,0.3039,0,NORMAL
29.62,1.77,54.32,0.2458,0,NORMAL
49.27,1.41,63.23,0.3536,1,PREVENTIVO
37.83,0.34,23.36,0.1593,0,NORMAL
26.51,1.62,60.72,0.2409,1,PREVENTIVO
47.11,0.23,49.85,0.2683,0,NORMAL
26.1,0.67,47.05,0.1716,0,NORMAL
39.29,2.18,20.35,0.2238,1,PREVENTIVO
44.37,1.81,40.74,0.2871,0,NORMAL
35.34,2.17,28.31,0.2236,1,PREVENTIVO
50.62,0.04,61.54,0.3083,1,PREVENTIVO
50.79,0.29,64.98,0.3266,1,PREVENTIVO
35.33,0.61,43.24,0.206,0,NORMAL
26.54,2.29,40.36,0.2137,1,PREVENTIVO
44.82,0.95,39.35,0.2558,0,NORMAL
31.5,0.65,38.2,0.1759,0,NORMAL
35.91,0.25,63.97,0.2481,1,PREVENTIVO
35.02,2.1,60.29,0.2993,1,PREVENTIVO
31.86,1.03,40.94,0.1979,0,NORMAL
27.08,0.36,24.34,0.109,0,NORMAL
49.91,1.45,32.97,0.2827,0,NORMAL
24.88,0.82,30.89,0.1305,0,NORMAL
46.67,1.25,46.0,0.292,0,NORMAL
41.92,0.64,55.19,0.2701,0,NORMAL
50.93,1.6,36.98,0.3032,1,PREVENTIVO
25.38,1.99,19.31,0.1448,0,NORMAL
43.05,1.22,60.43,0.3091,1,PREVENTIVO
37.35,1.6,13.23,0.176,0,NORMAL
21.08,2.12,61.99,0.2345,1,PREVENTIVO
41.38,1.91,32.68,0.2555,0,NORMAL
46.96,0.58,48.89,0.2773,0,NORMAL
20.29,1.26,30.53,0.122,0,NORMAL
39.77,1.67,43.91,0.267,0,NORMAL
35.46,1.22,10.36,0.1459,0,NORMAL
37.65,0.03,39.12,0.1871,0,NORMAL
28.79,2.44,10.94,0.1568,1,PREVENTIVO
46.02,1.69,54.34,0.3249,0,NORMAL
49.11,0.27,15.3,0.1932,0,NORMAL
24.76,0.48,38.96,0.138,0,NORMAL
46.09,0.67,31.83,0.2334,0,NORMAL
31.94,1.02,41.08,0.1979,0,NORMAL
51.69,0.56,47.62,0.2973,1,PREVENTIVO
47.13,1.63,57.2,0.3359,0,NORMAL
44.31,0.23,30.86,0.2069,0,NORMAL
37.69,0.14,10.52,0.1196,0,NORMAL
25.48,1.25,33.87,0.1558,0,NORMAL
45.1,1.41,57.19,0.318,0,NORMAL
23.05,1.32,12.34,0.0923,0,NORMAL
26.77,2.17,58.82,0.2568,1,PREVENTIVO
35.22,0.12,14.09,0.1154,0,NORMAL
49.62,2.25,40.99,0.3293,1,PREVENTIVO
21.05,2.32,27.3,0.1548,1,PREVENTIVO
50.77,1.47,51.37,0.3336,1,PREVENTIVO
42.81,1.0,14.23,0.1845,0,NORMAL
25.2,0.6,55.91,0.1868,0,NORMAL
32.45,2.24,28.25,0.2113,1,PREVENTIVO
44.18,0.35,64.37,0.2941,1,PREVENTIVO
43.17,1.25,63.59,0.3187,1,PREVENTIVO
21.72,1.09,56.13,0.1872,0,NORMAL
30.9,1.92,62.52,0.2781,1,PREVENTIVO
32.69,1.93,11.63,0.1602,0,NORMAL
28.75,2.48,36.98,0.223,1,PREVENTIVO
31.39,2.35,33.75,0.2237,1,PREVENTIVO
41.75,1.65,14.71,0.2033,0,NORMAL
39.8,2.0,49.22,0.2919,0,NORMAL
22.63,0.39,49.14,0.1495,0,NORMAL
40.28,1.85,27.42,0.2347,0,NORMAL
23.41,0.01,26.95,0.0849,0,NORMAL
31.52,0.67,17.29,0.1244,0,NORMAL
26.0,1.12,40.51,0.1705,0,NORMAL
33.06,0.07,29.47,0.1412,0,NORMAL
22.98,1.5,27.84,0.1368,0,NORMAL
32.33,0.73,31.33,0.1655,0,NORMAL
22.71,2.25,59.79,0.2419,1,PREVENTIVO
51.3,1.43,19.33,0.2549,1,PREVENTIVO
32.18,0.35,26.56,0.1395,0,NORMAL
35.78,0.16,33.91,0.1692,0,NORMAL
33.48,1.21,14.23,0.1453,0,NORMAL
28.05,0.62,44.38,0.1728,0,NORMAL
39.0,0.49,15.88,0.1518,0,NORMAL
29.75,2.37,28.27,0.2024,1,PREVENTIVO
39.85,2.01,28.12,0.2399,1,PREVENTIVO
30.71,2.04,57.27,0.2681,1,PREVENTIVO
51.18,0.34,27.64,0.2369,1,PREVENTIVO
50.31,0.5,27.28,0.2373,1,PREVENTIVO
50.87,2.42,26.03,0.3042,1,PREVENTIVO
42.24,1.23,41.67,0.2583,0,NORMAL
27.76,0.94,54.91,0.209,0,NORMAL
32.57,0.28,41.01,0.1754,0,NORMAL
38.95,1.36,47.49,0.2612,0,NORMAL
37.6,2.38,35.39,0.2599,1,PREVENTIVO
42.67,1.1,26.02,0.2168,0,NORMAL
42.17,2.05,53.76,0.3169,1,PREVENTIVO
33.09,1.25,44.83,0.2212,0,NORMAL
27.74,1.65,49.34,0.2197,0,NORMAL
45.25,0.18,64.49,0.2939,1,PREVENTIVO
35.34,1.0,37.86,0.2064,0,NORMAL
49.45,1.73,39.9,0.3075,0,NORMAL
45.3,0.9,59.25,0.3061,0,NORMAL
37.18,1.6,14.67,0.1784,0,NORMAL
44.61,1.64,29.53,0.2544,0,NORMAL
40.7,0.11,64.1,0.2676,1,PREVENTIVO
41.68,1.0,51.4,0.2719,0,NORMAL
50.9,1.08,10.58,0.2186,1,PREVENTIVO
28.28,1.28,38.53,0.1824,0,NORMAL
38.58,1.44,34.52,0.2295,0,NORMAL
32.52,1.93,42.37,0.2361,0,NORMAL
36.01,0.86,11.35,0.1386,0,NORMAL
23.35,1.04,62.9,0.2104,1,PREVENTIVO
23.71,2.35,17.79,0.1454,1,PREVENTIVO
29.98,1.14,21.38,0.1432,0,NORMAL
35.45,1.19,34.1,0.2042,0,NORMAL
42.3,0.8,26.51,0.2057,0,NORMAL
45.93,0.29,56.7,0.2815,0,NORMAL
40.74,1.69,19.04,0.2105,0,NORMAL
51.48,0.61,19.59,0.2278,1,PREVENTIVO
25.12,1.4,62.72,0.2314,1,PREVENTIVO
27.42,1.01,20.14,0.1229,0,NORMAL
40.5,1.08,11.61,0.1693,0,NORMAL
39.65,0.49,42.57,0.222,0,NORMAL
32.44,1.76,21.32,0.1772,0,NORMAL
44.07,2.02,13.44,0.2247,1,PREVENTIVO
23.26,2.18,20.28,0.1433,1,PREVENTIVO
30.43,1.14,24.43,0.1533,0,NORMAL
47.6,1.32,45.15,0.2971,0,NORMAL
39.1,1.53,42.29,0.2547,0,NORMAL
31.13,2.11,43.95,0.2395,1,PREVENTIVO
46.04,1.76,26.36,0.2579,0,NORMAL
39.66,0.21,17.37,0.1492,0,NORMAL
23.77,0.76,20.07,0.0957,0,NORMAL
42.19,1.28,33.0,0.2382,0,NORMAL
24.41,0.96,20.22,0.1062,0,NORMAL
40.34,1.73,45.49,0.2761,0,NORMAL
52.0,1.39,36.93,0.3009,1,PREVENTIVO
24.49,0.79,34.81,0.137,0,NORMAL
21.72,0.9,10.53,0.0663,0,NORMAL
24.37,2.04,63.01,0.2507,1,PREVENTIVO
36.17,1.24,47.66,0.2433,0,NORMAL
33.3,2.1,36.88,0.2322,1,PREVENTIVO
22.65,0.08,51.86,0.1456,0,NORMAL
29.35,0.69,39.57,0.1697,0,NORMAL
25.38,1.14,50.84,0.194,0,NORMAL
44.51,1.37,16.23,0.2112,0,NORMAL
23.65,1.94,55.28,0.2243,0,NORMAL
31.74,2.06,12.29,0.1614,1,PREVENTIVO
43.01,1.37,64.44,0.3239,1,PREVENTIVO
23.28,2.08,51.32,0.2173,1,PREVENTIVO
29.53,2.5,34.74,0.2219,1,PREVENTIVO
31.15,2.04,34.15,0.2126,1,PREVENTIVO
51.81,1.94,23.03,0.2845,1,PREVENTIVO
45.94,1.47,29.28,0.2544,0,NORMAL
42.74,1.58,19.13,0.2169,0,NORMAL
24.46,0.52,21.38,0.0938,0,NORMAL
21.9,0.88,25.46,0.1038,0,NORMAL
37.24,0.81,48.72,0.2363,0,NORMAL
29.26,0.67,57.19,0.2127,0,NORMAL
51.54,1.7,15.24,0.2552,1,PREVENTIVO
50.81,1.96,60.53,0.3741,1,PREVENTIVO
51.76,2.17,16.98,0.2771,1,PREVENTIVO
47.71,0.62,49.13,0.2832,0,NORMAL
46.51,1.9,47.19,0.3172,0,NORMAL
35.66,1.44,24.78,0.1908,0,NORMAL
33.26,1.13,44.85,0.2179,0,NORMAL
48.16,0.23,38.36,0.2449,0,NORMAL
28.9,2.34,30.3,0.2022,1,PREVENTIVO
50.41,0.82,10.14,0.206,1,PREVENTIVO
44.77,1.83,50.2,0.3135,0,NORMAL
34.67,1.66,29.7,0.2057,0,NORMAL
22.03,1.34,21.98,0.1118,0,NORMAL
33.75,0.53,24.77,0.1492,0,NORMAL
46.51,0.84,41.79,0.2666,0,NORMAL
38.12,1.21,28.91,0.2053,0,NORMAL
41.84,0.12,15.48,0.1521,0,NORMAL
45.08,1.15,16.83,0.2077,0,NORMAL
47.44,1.1,10.04,0.2009,0,NORMAL
50.66,0.51,47.87,0.2907,1,PREVENTIVO
24.22,1.62,18.74,0.1248,0,NORMAL
49.85,0.69,46.0,0.2882,0,NORMAL
28.01,0.93,59.71,0.2219,0,NORMAL
25.3,0.99,26.8,0.1282,0,NORMAL
42.38,0.59,46.05,0.2475,0,NORMAL
42.52,0.0,36.22,0.2032,0,NORMAL
24.25,0.57,47.4,0.1595,0,NORMAL
20.3,1.74,54.94,0.1997,0,NORMAL
51.62,1.06,17.27,0.2382,1,PREVENTIVO
22.27,0.96,50.19,0.1703,0,NORMAL
23.28,0.78,58.45,0.1899,0,NORMAL
24.39,1.93,51.42,0.2182,0,NORMAL
24.26,2.48,17.86,0.1528,1,PREVENTIVO
36.98,0.02,45.75,0.2,0,NORMAL
34.08,1.81,44.54,0.245,0,NORMAL
24.84,1.03,47.76,0.1796,0,NORMAL
47.52,0.22,15.53,0.184,0,NORMAL
44.08,1.47,31.12,0.2498,0,NORMAL
50.82,0.79,17.69,0.2259,1,PREVENTIVO
28.86,0.21,40.44,0.1528,0,NORMAL
39.2,1.52,52.84,0.2813,0,NORMAL
42.1,2.12,46.21,0.3002,1,PREVENTIVO
29.65,1.29,38.02,0.1886,0,NORMAL
43.93,0.74,13.0,0.178,0,NORMAL
48.73,2.39,37.22,0.3202,1,PREVENTIVO
23.61,1.25,42.67,0.1684,0,NORMAL
36.91,2.44,64.28,0.3308,1,PREVENTIVO
49.89,0.33,57.34,0.3043,0,NORMAL
38.19,0.91,47.56,0.2418,0,NORMAL
44.41,2.39,52.37,0.3365,1,PREVENTIVO
20.53,0.17,24.42,0.0696,0,NORMAL
21.27,0.15,53.41,0.1452,0,NORMAL
36.21,1.57,37.56,0.23,0,NORMAL
33.29,1.75,14.53,0.1642,0,NORMAL
37.17,1.54,25.26,0.2029,0,NORMAL
29.92,1.28,21.18,0.1473,0,NORMAL
45.86,1.34,31.49,0.2549,0,NORMAL
40.3,2.09,47.46,0.2932,1,PREVENTIVO
22.12,1.75,50.15,0.1971,0,NORMAL
47.09,0.14,14.74,0.1774,0,NORMAL
33.9,1.13,43.49,0.2179,0,NORMAL
29.9,1.85,50.74,0.2412,0,NORMAL
23.82,1.77,48.58,0.2025,0,NORMAL
25.24,2.38,38.77,0.2065,1,PREVENTIVO
45.06,1.8,19.18,0.2363,0,NORMAL
24.06,1.95,24.78,0.1506,0,NORMAL
48.37,1.93,11.61,0.2384,0,NORMAL
45.83,0.68,13.51,0.1867,0,NORMAL
42.79,1.44,14.24,0.2,0,NORMAL
34.57,0.9,37.48,0.198,0,NORMAL
38.14,0.92,24.03,0.183,0,NORMAL
23.29,1.43,49.75,0.1911,0,NORMAL
27.31,1.27,12.42,0.1121,0,NORMAL
47.61,0.61,35.95,0.2493,0,NORMAL
32.26,0.38,61.21,0.2274,1,PREVENTIVO
47.44,1.38,60.27,0.3362,1,PREVENTIVO
43.7,1.05,27.7,0.2244,0,NORMAL
33.32,1.8,24.92,0.1919,0,NORMAL
22.49,0.93,37.61,0.1391,0,NORMAL
48.86,0.45,54.24,0.2956,0,NORMAL
51.41,2.39,13.79,0.275,1,PREVENTIVO
34.88,0.71,56.47,0.2403,0,NORMAL
30.47,1.38,10.44,0.1269,0,NORMAL
26.42,1.41,26.72,0.1482,0,NORMAL
39.93,1.16,42.54,0.2466,0,NORMAL
35.79,1.93,20.75,0.1984,0,NORMAL
48.81,1.9,23.48,0.2693,0,NORMAL
20.2,1.03,22.81,0.0939,0,NORMAL
31.09,2.1,58.25,0.2745,1,PREVENTIVO
50.43,0.0,46.15,0.2677,1,PREVENTIVO
47.17,1.82,15.72,0.2388,0,NORMAL
36.95,0.6,37.06,0.1983,0,NORMAL
21.92,2.49,49.14,0.2197,1,PREVENTIVO
22.98,2.3,59.35,0.2439,1,PREVENTIVO
36.63,1.75,30.49,0.2207,0,NORMAL
51.19,0.21,15.26,0.2015,1,PREVENTIVO
24.27,2.05,14.12,0.1284,1,PREVENTIVO
38.17,1.09,63.03,0.2865,1,PREVENTIVO
27.58,0.65,27.33,0.129,0,NORMAL
45.63,1.75,50.44,0.3156,0,NORMAL
30.18,0.68,14.11,0.11,0,NORMAL
26.49,1.95,42.16,0.2061,0,NORMAL
24.97,0.41,35.63,0.1283,0,NORMAL
33.01,1.34,63.05,0.2696,1,PREVENTIVO
26.64,0.77,24.58,0.1216,0,NORMAL
23.84,0.39,47.73,0.1523,0,NORMAL
46.44,1.74,12.22,0.2237,0,NORMAL
46.75,0.82,15.02,0.2,0,NORMAL
27.94,0.89,38.24,0.1664,0,NORMAL
41.67,0.65,64.49,0.2923,1,PREVENTIVO
20.99,1.01,34.87,0.1275,0,NORMAL
43.94,0.62,35.41,0.2301,0,NORMAL
45.72,0.35,10.66,0.1675,0,NORMAL
46.57,2.46,17.19,0.2618,1,PREVENTIVO
46.36,0.93,44.67,0.276,0,NORMAL
40.63,1.46,24.24,0.2147,0,NORMAL
46.01,0.05,13.55,0.1658,0,NORMAL
48.88,1.11,17.08,0.2259,0,NORMAL
48.96,2.07,28.24,0.288,1,PREVENTIVO
21.37,1.15,19.24,0.0953,0,NORMAL
38.36,2.05,31.72,0.243,1,PREVENTIVO
20.94,1.71,19.5,0.1133,0,NORMAL
26.87,0.47,25.39,0.1142,0,NORMAL
48.27,0.09,44.05,0.2545,0,NORMAL
27.87,0.74,32.66,0.1468,0,NORMAL
37.62,0.15,25.39,0.1569,0,NORMAL
24.39,0.5,58.66,0.1861,0,NORMAL
36.83,1.58,54.12,0.2746,0,NORMAL
45.44,2.47,53.01,0.3463,1,PREVENTIVO
31.49,1.36,36.66,0.1967,0,NORMAL
49.21,1.26,31.36,0.2684,0,NORMAL
25.75,0.8,22.05,0.1118,0,NORMAL
48.66,1.95,13.22,0.2445,0,NORMAL
51.73,1.32,52.18,0.3354,1,PREVENTIVO
51.99,2.43,15.51,0.2839,1,PREVENTIVO
41.02,0.67,54.9,0.2657,0,NORMAL
49.35,0.14,64.8,0.3137,1,PREVENTIVO
27.02,2.12,53.86,0.2438,1,PREVENTIVO
31.35,2.1,56.49,0.2714,1,PREVENTIVO
25.64,1.48,54.34,0.2159,0,NORMAL
42.32,2.28,11.55,0.2205,1,PREVENTIVO
42.42,2.37,41.0,0.2975,1,PREVENTIVO
38.02,0.47,64.34,0.2674,1,PREVENTIVO
48.21,1.23,27.0,0.2516,0,NORMAL
35.69,0.23,22.79,0.1434,0,NORMAL
27.0,1.32,10.04,0.1062,0,NORMAL
49.37,0.5,17.18,0.2074,0,NORMAL
42.94,2.3,56.44,0.3362,1,PREVENTIVO
30.35,0.05,42.26,0.1594,0,NORMAL
49.35,1.94,56.56,0.3559,0,NORMAL
47.54,2.4,30.55,0.2981,1,PREVENTIVO
50.14,0.99,15.56,0.2242,1,PREVENTIVO
29.66,0.34,18.66,0.1069,0,NORMAL
50.36,1.98,62.84,0.3782,1,PREVENTIVO
40.77,0.44,63.28,0.2773,1,PREVENTIVO
42.19,2.32,53.28,0.3255,1,PREVENTIVO
27.14,1.47,19.64,0.1364,0,NORMAL
29.82,1.72,17.0,0.1518,0,NORMAL
43.32,2.37,62.18,0.3551,1,PREVENTIVO
32.53,2.49,63.09,0.3074,1,PREVENTIVO
21.04,1.51,60.66,0.2095,1,PREVENTIVO
50.96,0.55,41.11,0.2769,1,PREVENTIVO
49.97,0.35,50.99,0.2897,0,NORMAL
27.62,2.46,19.23,0.1721,1,PREVENTIVO
48.33,0.22,48.99,0.2719,0,NORMAL
40.45,2.22,34.56,0.2663,1,PREVENTIVO
28.49,0.62,13.73,0.0986,0,NORMAL
28.21,0.27,10.07,0.0757,0,NORMAL
32.35,1.83,63.3,0.2841,1,PREVENTIVO
48.31,1.23,30.83,0.2617,0,NORMAL
37.47,0.25,36.37,0.1872,0,NORMAL
47.65,1.63,47.79,0.3147,0,NORMAL
25.21,0.18,56.52,0.1738,0,NORMAL
29.44,0.8,62.34,0.2309,1,PREVENTIVO
22.37,0.43,30.65,0.1034,0,NORMAL
43.42,1.37,59.4,0.3135,0,NORMAL
22.98,1.49,43.75,0.1763,0,NORMAL
35.45,0.08,61.83,0.2345,1,PREVENTIVO
25.28,2.22,18.64,0.1509,1,PREVENTIVO
23.24,0.51,20.45,0.0853,0,NORMAL
42.31,1.81,50.15,0.3001,0,NORMAL
28.49,0.7,23.07,0.1247,0,NORMAL
21.59,1.43,56.19,0.1985,0,NORMAL
24.91,0.9,33.52,0.1399,0,NORMAL
29.43,1.66,43.01,0.2126,0,NORMAL
26.39,0.06,19.4,0.0827,0,NORMAL
29.34,0.2,56.41,0.1949,0,NORMAL
29.87,0.99,36.9,0.1764,0,NORMAL
41.15,0.23,39.93,0.2136,0,NORMAL
25.92,2.21,30.32,0.1829,1,PREVENTIVO
34.26,0.66,35.58,0.1833,0,NORMAL
27.24,0.67,13.39,0.0932,0,NORMAL
44.07,1.67,14.71,0.2155,0,NORMAL
31.0,1.35,63.39,0.2609,1,PREVENTIVO
38.87,1.38,56.24,0.2834,0,NORMAL
46.19,1.05,39.45,0.2662,0,NORMAL
47.74,1.19,58.49,0.3265,0,NORMAL
35.24,0.2,59.65,0.2322,0,NORMAL
42.86,1.26,59.53,0.307,0,NORMAL
45.61,1.69,44.12,0.2976,0,NORMAL
23.85,1.89,19.51,0.1343,0,NORMAL
51.5,2.43,54.47,0.3787,1,PREVENTIVO
24.04,1.06,64.36,0.2181,1,PREVENTIVO
33.93,2.49,44.5,0.2682,1,PREVENTIVO
46.69,0.64,60.09,0.3063,1,PREVENTIVO
49.25,0.17,31.35,0.2305,0,NORMAL
32.72,0.82,25.19,0.1551,0,NORMAL
34.66,2.18,53.26,0.2829,1,PREVENTIVO
39.94,1.31,33.08,0.2281,0,NORMAL
33.26,0.37,42.34,0.1851,0,NORMAL
44.27,2.35,60.87,0.3557,1,PREVENTIVO
38.01,0.25,25.74,0.1632,0,NORMAL
37.14,0.86,32.6,0.1973,0,NORMAL
32.26,1.21,43.49,0.2125,0,NORMAL
21.2,0.69,17.91,0.0749,0,NORMAL
39.48,1.73,12.13,0.1884,0,NORMAL
48.47,0.83,23.07,0.229,0,NORMAL
43.86,2.3,59.34,0.3482,1,PREVENTIVO
20.65,2.04,26.67,0.1414,1,PREVENTIVO
28.97,1.23,48.29,0.2086,0,NORMAL
23.14,2.17,17.39,0.1352,1,PREVENTIVO
51.18,1.11,55.42,0.3332,1,PREVENTIVO
28.62,1.04,45.51,0.1933,0,NORMAL
26.01,0.53,55.32,0.1869,0,NORMAL
43.71,1.9,57.7,0.3292,0,NORMAL
46.27,1.29,18.74,0.2233,0,NORMAL
29.96,1.27,17.46,0.1378,0,NORMAL
47.24,2.2,11.59,0.2421,1,PREVENTIVO
26.17,2.08,56.03,0.2438,1,PREVENTIVO
27.98,1.14,60.49,0.2311,1,PREVENTIVO
42.55,0.68,55.29,0.2749,0,NORMAL
36.16,1.59,16.81,0.1785,0,NORMAL
20.98,0.93,42.67,0.1442,0,NORMAL
25.68,2.18,42.28,0.2103,1,PREVENTIVO
31.19,0.41,59.2,0.2183,0,NORMAL
43.97,1.72,25.68,0.2443,0,NORMAL
32.37,0.41,41.47,0.1798,0,NORMAL
50.88,2.14,45.61,0.3434,1,PREVENTIVO
41.69,0.67,32.52,0.2133,0,NORMAL
20.64,1.95,52.22,0.202,0,NORMAL
20.28,2.28,45.61,0.1952,1,PREVENTIVO
39.24,0.02,23.88,0.1566,0,NORMAL
45.76,0.76,63.19,0.3135,1,PREVENTIVO
40.57,1.06,30.71,0.2167,0,NORMAL
31.16,0.63,35.67,0.167,0,NORMAL
41.67,2.06,31.84,0.2601,1,PREVENTIVO
23.27,1.28,46.43,0.1772,0,NORMAL
46.99,0.94,45.6,0.2817,0,NORMAL
39.49,0.75,15.95,0.1634,0,NORMAL
